symbol,name,facev,marketcap_cr,vwap,outshares,dividend,exdate,recorddate
HIMATSEIDE,Himatsingka Seide Limited,5.00,1262.69,278.18,45391113.66740959,ANNUAL GENERAL MEETING\/DIVIDEND - RS 2.50 PER SHARE,14-SEP-17,-
HINDALCO,Hindalco Industries Limited,1.00,33038.18,226.10,1461219814.241486,DIVIDEND- RS 1.20 PER SHARE,12-SEP-18,-
HINDCOMPOS,Hindustan Composites Limited,5.00,141.80,386.92,3664840.2770598577,ANNUAL GENERAL MEETING\/DIVIDEND RE 0.50 PER SHARE,21-AUG-18,-
HINDCOPPER,Hindustan Copper Limited,5.00,1366.73,61.64,221727774.17261517,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.20 PER SHARE,14-AUG-17,-
HINDMOTORS,Hindustan Motors Limited,5.00,112.80,7.95,141886792.45283017,ANNUAL GENERAL MEETING,13-SEP-17,-
HINDNATGLS,Hindusthan National Glass & Industries Limited,2.00,99.07,85.83,11542584.178026332,ANNUAL GENERAL MEETING,07-SEP-18,-
HINDOILEXP,Hindustan Oil Exploration Company Limited,10.00,1409.30,152.97,92129175.65535726,ANNUAL GENERAL MEETING,10-AUG-18,-
HINDPETRO,Hindustan Petroleum Corporation Limited,10.00,19924.97,268.01,743441289.5041231,DIVIDEND- RS 2.50 PER SHARE,28-JUN-18,-
HINDUJAVEN,Hinduja Ventures Limited,10.00,386.46,658.47,5869060.093853934,ANNUAL GENERAL MEETING\/DIVIDEND- RS 17.50 PER SHARE,14-SEP-18,-
HINDUNILVR,Hindustan Unilever Limited,1.00,125186.18,1759.16,711624752.7228904,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 12 PER SHARE,21-JUN-18,-
HINDZINC,Hindustan Zinc Limited,2.00,7210.08,282.74,255007427.31838435,ANNUAL GENERAL MEETING,23-AUG-18,-
HIRECT,Hind Rectifiers Limited,2.00,89.11,131.94,6753827.4973472785,ANNUAL GENERAL MEETING,01-AUG-18,-
HISARMETAL,Hisar Metal Industries Limited,10.00,15.86,61.77,2567589.444714262,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,12-SEP-18,-
HITECH,Hi-Tech Pipes Limited,10.00,121.21,289.49,4187018.5498635527,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.25 PER SHARE,05-JUL-18,-
HITECHCORP,Hitech Corporation Limited,10.00,58.32,131.67,4429254.955570745,ANNUAL GENERAL MEETING \/ DIVIDEND- RE 0.90 PER SHARE,06-JUL-18,-
HITECHGEAR,The Hi-Tech Gears Limited,10.00,348.38,418.26,8329268.875818868,DIVIDEND- RS 2 PER SHARE,19-SEP-18,-
HMT,HMT Limited,10.00,59.27,21.21,27944365.865157943,ANNUAL GENERAL MEETING,05-DEC-17,-
HMVL,Hindustan Media Ventures Limited,10.00,322.59,168.11,19189221.34316816,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.20 PER SHARE,07-SEP-18,-
HONAUT,Honeywell Automation India Limited,10.00,5028.28,22819.35,2203515.8757808614,DIVIDEND- RS 32 PER SHARE,27-JUL-18,30-JUL-18
HONDAPOWER,Honda Siel Power Products Limited,10.00,402.82,1238.52,3252430.3200594257,ANNUAL GENERAL MEETING\/ DIVIDEND- RS 9 PER SHARE,03-AUG-18,-
HOTELEELA,Hotel Leela Venture Limited,2.00,187.84,16.61,113088500.90307045,ANNUAL GENERAL MEETING,13-AUG-18,-
HOVS,HOV Services Limited,10.00,134.90,216.90,6219455.970493315,ANNUAL GENERAL MEETING,05-SEP-18,-
HPL,HPL Electric & Power Limited,10.00,142.50,79.66,17888526.236505147,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.50 PER SHARE,19-SEP-17,-
HSCL,Himadri Speciality Chemical Limited,1.00,1440.33,132.61,108613980.84609002,ANNUAL GENERAL MEETING\/DIVIDEND RE - 0.10 PER SHARE,23-AUG-18,-
HSIL,HSIL Limited,2.00,1133.27,302.76,37431298.718456864,DIVIDEND- RS 4 PER SHARE,23-AUG-18,-
HTMEDIA,HT Media Limited,2.00,399.40,57.40,69581881.53310104,ANNUAL GENERAL MEETING\/DIVIDEND- RE0.40 PER SHARE,14-SEP-18,-
HUBTOWN,Hubtown Limited,10.00,128.10,63.84,20065789.473684207,ANNUAL GENERAL MEETING,18-SEP-18,-
HUDCO,Housing & Urban Development Corporation Limited,10.00,1102.05,55.31,199249683.6015187,INTERIM DIVIDEND - RE 0.55 PER SHARE (PURPOSE REVISED),08-MAR-18,09-MAR-18
IBREALEST,Indiabulls Real Estate Limited,2.00,3974.32,145.06,273977664.41472495,ANNUAL GENERAL MEETING,21-SEP-17,-
IBULHSGFIN,Indiabulls Housing Finance Limited,2.00,42150.10,1292.74,326052415.7990005,ANNUAL GENERAL MEETING,12-SEP-18,-
IBULISL,Indiabulls Integrated Services Limited,2.00,1984.42,614.98,32268041.2371134,-,-,-
IBVENTURES,Indiabulls Ventures Limited,2.00,16601.44,771.87,215080777.85119256,INTERIM DIVIDEND - RE 1 PER SHARE,03-MAY-18,04-MAY-18
ICICIBANK,ICICI Bank Limited,2.00,217903.46,337.68,6452957237.621416,DIVIDEND- RS 1.50 PER SHARE (DATE REVISED),24-AUG-18,-
ICICIGI,ICICI Lombard General Insurance Company Limited,10.00,7203.84,793.89,90741034.65215585,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.50 PER SHARE,04-JUL-18,-
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,10.00,11603.45,386.73,300040079.6421276,ANNUAL GENERAL MEETING \/ FINAL DIVIDEND- RS 2.20 PER SHARE \/ SPECIAL DIVIDEND- RS 1.10 PER SHARE,18-JUN-18,-
ICIL,Indo Count Industries Limited,2.00,623.19,77.52,80390866.87306502,INTERIM DIVIDEND RE 0.40 PER SHARE,30-AUG-18,01-SEP-18
ICRA,ICRA Limited,10.00,1812.11,3702.93,4893719.297961344,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 30 PER SHARE,03-AUG-18,-
ICSA,ICSA (India) Limited,2.00,8.15,1.80,45277777.777777776,ANNUAL GENERAL MEETING,21-SEP-17,-
IDBI,IDBI Bank Limited,10.00,3446.14,63.36,543898358.5858586,ANNUAL GENERAL MEETING,03-AUG-18,-
IDEA,Idea Cellular Limited,10.00,9456.00,53.29,1774441733.9088008,ANNUAL GENERAL MEETING,22-JUN-17,-
IDFC,IDFC Limited,10.00,7080.15,52.47,1349371069.1823897,DIVIDEND- RE 0.75 PER SHARE,23-JUL-18,-
IDFCBANK,IDFC Bank Limited,10.00,6413.34,47.29,1356172552.3366463,DIVIDEND RE 0.75 PER SHARE,23-JUL-18,-
IEX,Indian Energy Exchange Limited,10.00,1912.55,1662.82,11501846.261170782,-,-,-
IFBAGRO,IFB Agro Industries Limited,10.00,134.74,683.05,1972622.7948173636,ANNUAL GENERAL MEETING,19-JUL-18,-
IFBIND,IFB Industries Limited,10.00,1167.60,1162.32,10045426.388602106,ANNUAL GENERAL MEETING,19-JUL-18,-
IFCI,IFCI Limited,10.00,1279.80,17.15,746239067.0553937,ANNUAL GENERAL MEETING,18-OCT-17,-
IFGLEXPOR,IFGL Refractories Limited,10.00,242.54,239.31,10134971.376039445,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 2 PER SHARE,14-AUG-18,-
IGARASHI,Igarashi Motors India Limited,10.00,572.53,751.45,7619003.260363298,ANNUAL GENERAL MEETING\/DIVIDEND- RS 6 PER SHARE,02-AUG-18,-
IGL,Indraprastha Gas Limited,2.00,9985.51,285.48,349779669.3288496,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10\/- PER SHARE TO RS 2\/- PER SHARE,09-NOV-17,10-NOV-17
IGPL,IG Petrochemicals Limited,10.00,411.73,477.36,8625146.639852522,ANNUAL GENERAL MEETING\/DIVIDEND RS 4 PER SHARE,16-AUG-18,-
IIFL,IIFL Holdings Limited,2.00,9165.89,725.29,126375518.75801404,ANNUAL GENERAL MEETING,23-JUL-18,-
IMFA,Indian Metals & Ferro Alloys Limited,10.00,250.82,322.15,7785814.061772467,ANNUAL GENERAL MEETING\/DIVIDEND RS 10\/- PER SHARE,09-JUL-18,-
IMPAL,India Motor Parts and Accessories Limited,10.00,402.15,940.45,4276144.398957945,ANNUAL GENERAL MEETING,10-AUG-18,-
IMPEXFERRO,Impex Ferro Tech Limited,10.00,1.23,0.47,26170212.76595745,ANNUAL GENERAL MEETING,12-SEP-17,-
INDBANK,Indbank Merchant Banking Services Limited,10.00,20.58,13.21,15579106.737320209,ANNUAL GENERAL MEETING,07-SEP-17,-
INDHOTEL,The Indian Hotels Company Limited,1.00,9359.62,128.45,728658622.0319191,ANNUAL GENERAL MEETING\/DIVIDEND RE- 0.40 PER SHARE,11-JUL-18,-
INDIACEM,The India Cements Limited,10.00,2477.07,121.40,204042009.88467875,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.80 PER SHARE,11-SEP-18,-
INDIAGLYCO,India Glycols Limited,10.00,568.97,463.05,12287441.96091135,ANNUAL GENERAL MEETING\/DIVIDEND- RS 4 PER SHARE,26-JUL-18,-
INDIANB,Indian Bank,10.00,2950.19,342.40,86162091.12149534,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 6 PER SHARE,21-JUN-18,-
INDIANCARD,Indian Card Clothing Company Limited,10.00,27.44,140.47,1953442.0160888447,ANNUAL GENERAL MEETING,18-JUL-18,-
INDIANHUME,Indian Hume Pipe Company Limited,2.00,419.60,289.76,14480949.7515185,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3.40 PER SHARE,06-JUL-18,-
INDIGO,InterGlobe Aviation Limited,10.00,10334.30,1090.35,94779657.9080112,ANNUAL GENERAL MEETING\/DIVIDEND- RS 6 PER SHARE,02-AUG-18,-
INDLMETER,IMP Powers Limited,10.00,29.84,72.70,4104539.2022008253,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.50 PER SHARE,19-SEP-17,-
INDNIPPON,India Nippon Electricals Limited,5.00,385.37,502.30,7672108.301811666,ANNUAL GENERAL MEETING,16-AUG-18,-
INDOCO,Indoco Remedies Limited,2.00,767.91,204.92,37473648.25297677,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,31-AUG-18,-
INDORAMA,Indo Rama Synthetics (India) Limited,10.00,120.49,24.01,50183256.97625989,ANNUAL GENERAL MEETING,19-JUL-18,-
INDOSOLAR,Indosolar Limited,10.00,80.48,5.17,155667311.41199228,ANNUAL GENERAL MEETING,20-SEP-17,-
INDOSTAR,IndoStar Capital Finance Limited,10.00,1081.02,482.17,22419893.398593858,-,-,-
INDOTECH,Indo Tech Transformers Limited,10.00,37.80,137.43,2750491.1591355596,ANNUAL GENERAL MEETING,06-AUG-18,-
INDOTHAI,Indo Thai Securities Limited,10.00,17.43,51.84,3362268.518518518,ANNUAL GENERAL MEETING\/DIVIDEND - RE 1\/- PER SHARE,31-AUG-17,-
INDOWIND,Indowind Energy Limited,10.00,24.43,4.93,49553752.53549696,ANNUAL GENERAL MEETING,18-SEP-18,-
INDRAMEDCO,Indraprastha Medical Corporation Limited,10.00,209.78,46.94,44691095.01491266,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.50 PER SHARE,12-SEP-18,-
INDSWFTLAB,Ind-Swift Laboratories Limited,10.00,174.93,89.10,19632996.632996634,ANNUAL GENERAL MEETING,19-SEP-18,-
INDSWFTLTD,Ind-Swift Limited,2.00,17.47,7.58,23047493.40369393,ANNUAL GENERAL MEETING,19-SEP-18,-
INDTERRAIN,Indian Terrain Fashions Limited,2.00,334.92,132.72,25235081.374321885,ANNUAL GENERAL MEETING,14-SEP-17,-
INDUSINDBK,IndusInd Bank Limited,10.00,100841.52,1977.51,509941896.6275771,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 7.50 PER SHARE (DATE REVISED),18-JUL-18,-
INEOSSTYRO,INEOS Styrolution India Limited,10.00,334.46,761.80,4390391.178787083,ANNUAL GENERAL MEETING\/DIVIDEND- RS 4 PER SHARE,01-AUG-18,-
INFIBEAM,Infibeam Avenues Limited,1.00,6388.53,209.95,304288163.84853536,INTERIM DIVIDEND - RE 0.10 PER SHARE (PURPOSE REVISED),26-FEB-18,27-FEB-18
INFINITE,Infinite Computer Solutions (India) Limited,10.00,310.64,454.64,6832658.806968151,BONUS 1:26,01-NOV-17,02-NOV-17
INFRATEL,Bharti Infratel Limited,10.00,24461.07,287.14,851886536.1844397,DIVIDEND- RS 14 PER SHARE,19-JUL-18,20-JUL-18
INFY,Infosys Limited,5.00,262976.87,1381.17,1904015218.9810088,ANNUAL GENERAL MEETING\/ FINAL DIVIDEND RS 20.50 PER SHAR\/ SPECIAL DIVIDEND - RS 10 PER SHARE,14-JUN-18,-
INGERRAND,Ingersoll Rand (India) Limited,10.00,476.99,580.02,8223681.942002,ANNUAL GENERAL MEETING\/ DIVIDEND- RS 3 PER SHARE,20-JUL-18,-
INOXLEISUR,INOX Leisure Limited,10.00,1051.14,236.73,44402483.84235205,ANNUAL GENERAL MEETING,23-AUG-18,-
INOXWIND,Inox Wind Limited,10.00,550.63,99.86,55140196.27478469,ANNUAL GENERAL MEETING,04-JUL-18,-
INSECTICID,Insecticides (India) Limited,10.00,433.69,678.81,6388974.82358834,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE,27-JUL-18,-
INTELLECT,Intellect Design Arena Limited,5.00,2162.43,250.16,86441877.19859289,ANNUAL GENERAL MEETING,09-AUG-18,-
INTENTECH,Intense Technologies Limited,2.00,99.81,60.87,16397240.019714145,ANNUAL GENERAL MEETING,19-SEP-17,-
INVENTURE,Inventure Growth & Securities Limited,10.00,86.48,14.28,60560224.089635864,ANNUAL GENERAL MEETING,18-SEP-17,-
IOB,Indian Overseas Bank,10.00,753.18,15.50,485922580.6451612,ANNUAL GENERAL MEETING,02-JUL-18,-
IOC,Indian Oil Corporation Limited,10.00,33694.15,158.46,2126350498.5485296,DIVIDEND RS 2 PER SHARE,20-AUG-18,-
IOLCP,IOL Chemicals and Pharmaceuticals Limited,10.00,161.40,121.02,13336638.572136838,ANNUAL GENERAL MEETING,19-SEP-17,-
IPAPPM,International Paper APPM Limited,10.00,462.72,471.58,9812120.955087155,ANNUAL GENERAL MEETING,19-AUG-15,-
IPCALAB,IPCA Laboratories Limited,2.00,5137.73,743.50,69101950.23537323,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,02-AUG-18,-
IRB,IRB Infrastructure Developers Limited,10.00,2886.46,192.52,149930396.84188655,ANNUAL GENERAL MEETING,27-AUG-18,-
ISEC,ICICI Securities Limited,5.00,1147.05,324.05,35397315.229131304,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3.90 PER SHARE,21-AUG-18,-
ISFT,Intrasoft Technologies Limited,10.00,179.75,234.18,7675719.531983944,ANNUAL GENERAL MEETING\/DIVIDEND - RS 2\/- PER SHARE,11-AUG-17,-
ISMTLTD,ISMT Limited,5.00,52.41,7.82,67020460.35805626,ANNUAL GENERAL MEETING,16-SEP-15,-
ITC,ITC Limited,1.00,267310.67,313.83,8517690150.718541,DIVIDEND- RS 5.15 PER SHARE,25-MAY-18,-
ITDC,India Tourism Development Corporation Limited,10.00,168.64,396.57,4252464.886400888,ANNUAL GENERAL MEETING\/DIVIDEND - RS 1.33 PER SHARE,21-SEP-17,-
ITDCEM,ITD Cementation India Limited,1.00,1205.47,133.32,90419291.92919293,ANNUAL GENERAL MEETING\/ DIVIDEND - RE 0.40 PER SHARE,02-MAY-18,-
ITI,ITI Limited,10.00,193.76,86.96,22281508.739650413,ANNUAL GENERAL MEETING,19-SEP-17,-
IVC,IL&FS; Investment Managers Limited,2.00,211.97,13.60,155860294.11764705,DIVIDEND- RE 0.60 PER SHARE,20-AUG-18,-
IVP,IVP Limited,10.00,47.48,161.42,2941395.118324867,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE,01-AUG-18,-
IVRCLINFRA,IVRCL Limited,2.00,65.76,1.41,466382978.7234043,ANNUAL GENERAL MEETING,22-SEP-17,-
IZMO,IZMO Limited,10.00,68.92,83.98,8206715.88473446,ANNUAL GENERAL MEETING,12-SEP-17,-
JAGRAN,Jagran Prakashan Limited,2.00,1484.13,121.50,122150617.28395063,BUYBACK,14-JUN-18,15-JUN-18
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,5.00,22.33,27.48,8125909.752547307,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.10 PER SHARE (DATE REVISED),21-SEP-17,-
JAIBALAJI,Jai Balaji Industries Limited,10.00,28.38,9.23,30747562.296858072,ANNUAL GENERAL MEETING,11-SEP-18,-
JAICORPLTD,Jai Corp Limited,1.00,747.29,156.09,47875584.598629,ANNUAL GENERAL MEETING\/DIVIDEND - RE 0.50 PER SHARE,04-SEP-17,-
JAMNAAUTO,Jamna Auto Industries Limited,1.00,1802.65,87.00,207201149.4252874,INTERIM DIVIDEND - RE 0.30 PER SHARE,21-NOV-17,22-NOV-17
JAYAGROGN,Jayant Agro Organics Limited,5.00,202.64,225.15,9000222.074172774,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 1.35 PER SHARE,21-JUN-18,-
JAYBARMARU,Jay Bharat Maruti Limited,5.00,404.37,462.96,8734447.900466563,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.50 PER SHARE,27-AUG-18,-
JAYNECOIND,Jayaswal Neco Industries Limited,10.00,100.87,5.74,175731707.31707317,ANNUAL GENERAL MEETING,18-SEP-18,-
JAYSREETEA,Jayshree Tea & Industries Limited,5.00,102.73,85.30,12043376.318874562,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.50 PER SHARE,23-JUL-18,-
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,2.00,1117.83,304.39,36723611.15673971,DIVIDEND RS 2\/- PER SHARE,27-AUG-18,-
JBFIND,JBF Industries Limited,10.00,112.69,37.96,29686512.118018962,ANNUAL GENERAL MEETING,26-JUL-18,-
JBMA,JBM Auto Limited,5.00,268.50,372.42,7209602.062187852,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE (PURPOSE REVISED),23-AUG-18,-
JCHAC,Johnson Controls ? Hitachi Air Conditioning India Limited,10.00,1413.89,2012.50,7025540.372670808,DIVIDEND- RS 1.50 PER SHARE,19-JUL-18,-
JETAIRWAYS,Jet Airways (India) Limited,10.00,830.68,293.31,28320889.161637854,ANNUAL GENERAL MEETING,01-AUG-18,-
JHS,JHS Svendgaard Laboratories Limited,10.00,58.89,33.88,17381936.245572608,ANNUAL GENERAL MEETING,21-AUG-17,-
JINDALPHOT,Jindal Photo Limited,10.00,10.11,36.93,2737611.697806661,ANNUAL GENERAL MEETING,21-SEP-18,-
JINDALPOLY,Jindal Poly Films Limited,10.00,310.72,286.58,10842347.686509877,DIVIDEND - RE 1\/- PER SHARE,10-AUG-17,-
JINDALSAW,Jindal Saw Limited,2.00,994.98,84.62,117582131.88371544,ANNUAL GENERAL MEETING\/DIVIDEND- RS 1.20 PER SHARE,18-SEP-18,-
JINDALSTEL,Jindal Steel & Power Limited,1.00,8165.35,205.76,396838549.7667185,ANNUAL GENERAL MEETING,19-SEP-18,-
JINDCOT,Jindal Cotex Limited,10.00,24.00,6.70,35820895.52238806,ANNUAL GENERAL MEETING,21-SEP-17,-
JINDRILL,Jindal Drilling And Industries Limited,5.00,143.09,138.25,10350090.4159132,DIVIDEND - RS 0.50 PER SHARE,12-SEP-17,-
JINDWORLD,Jindal Worldwide Limited,5.00,342.15,501.67,6820220.463651404,FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10\/- PER SHARE TO RS 5\/- PER SHARE,26-DEC-17,27-DEC-17
JISLDVREQS,Jain Irrigation Systems Limited,2.00,69.96,51.77,13513617.92543944,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,12-SEP-18,-
JISLJALEQS,Jain Irrigation Systems Limited,2.00,2463.56,77.12,319445020.746888,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,12-SEP-18,-
JITFINFRA,JITF Infralogistics Limited,2.00,26.78,22.60,11849557.522123892,ANNUAL GENERAL MEETING,18-SEP-18,-
JKCEMENT,JK Cement Limited,10.00,2016.42,798.47,25253547.409420516,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 10 PER SHARE,17-JUL-18,-
JKIL,J.Kumar Infraprojects Limited,5.00,931.35,220.52,42234264.465808086,ANNUAL GENERAL MEETING\/DIVIDEND - RS 2\/- PER SHARE,20-SEP-17,-
JKLAKSHMI,JK Lakshmi Cement Limited,5.00,2142.00,339.45,63102076.889085285,DIVIDEND RE 0.75 PER SHARE,30-AUG-18,-
JKPAPER,JK Paper Limited,10.00,1502.33,190.21,78982703.32790074,DIVIDEND- RS 2.50 PER SHARE,08-AUG-18,-
JKTYRE,JK Tyre & Industries Limited,2.00,1398.99,128.46,108904717.42176554,DIVIDEND RS - 1.50 PER SHARE,13-AUG-18,-
JMA,Jullundur Motor Agency (Delhi) Limited,10.00,70.33,192.44,3654645.6038245684,ANNUAL GENERAL MEETING\/DIVIDEND RS 4 PER SHARE,19-SEP-18,-
JMCPROJECT,JMC Projects (India)  Limited,10.00,581.79,530.97,10957116.221255437,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3 PER SHARE,30-JUL-18,-
JMFINANCIL,JM Financial Limited,1.00,4044.40,126.81,318933838.02539235,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 1.10 PER SHARE,10-MAY-18,-
JMTAUTOLTD,JMT Auto Limited,1.00,51.49,3.67,140299727.520436,ANNUAL GENERAL MEETING,20-SEP-17,-
JOCIL,Jocil Limited,10.00,55.95,139.67,4005870.9815994855,ANNUAL GENERAL MEETING\/DIVIDEND RS 2 PER SHARE,06-SEP-18,-
JPASSOCIAT,Jaiprakash Associates Limited,2.00,1936.36,13.39,1446123973.1142642,ANNUAL GENERAL MEETING,13-SEP-17,-
JPINFRATEC,Jaypee Infratech Limited,10.00,195.01,3.93,496208651.399491,ANNUAL GENERAL MEETING,20-DEC-17,-
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,10.00,11.10,42.48,2612994.350282486,ANNUAL GENERAL MEETING,21-SEP-18,-
JPPOWER,Jaiprakash Power Ventures Limited,10.00,1076.58,2.87,3751149825.783972,ANNUAL GENERAL MEETING,06-SEP-17,-
JSL,Jindal Stainless Limited,2.00,623.95,62.22,100281260.04500163,ANNUAL GENERAL MEETING,13-SEP-17,-
JSLHISAR,Jindal Stainless (Hisar) Limited,2.00,1287.71,129.29,99598576.8427566,ANNUAL GENERAL MEETING,13-SEP-17,-
JSWENERGY,JSW Energy Limited,10.00,2778.25,67.56,411227057.4304322,ANNUAL GENERAL MEETING,27-JUL-18,-
JSWHL,JSW Holdings Limited,10.00,890.32,2072.19,4296517.211259586,ANNUAL GENERAL MEETING,08-JUN-18,-
JSWSTEEL,JSW Steel Limited,1.00,35537.25,341.24,1041415133.0441917,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 3.20 PER SHARE,06-JUL-18,-
JTEKTINDIA,Jtekt India Limited,1.00,674.48,135.59,49744081.42193378,DIVIDEND- RS 0.50 PER SHARE,02-AUG-18,-
JUBILANT,Jubilant Life Sciences Limited,1.00,5441.73,729.03,74643430.3115098,ANNUAL GENERAL MEETING\/ DIVIDEND - RS 3\/- PER SHARE,16-AUG-17,-
JUBLFOOD,Jubilant Foodworks Limited,10.00,11026.81,1520.70,72511409.2194384,BONUS 1:1,21-JUN-18,23-JUN-18
JUBLINDS,Jubilant Industries Limited,10.00,51.38,143.62,3577496.170449798,ANNUAL GENERAL MEETING,16-AUG-17,-
JUSTDIAL,Just Dial Limited,10.00,2181.58,572.57,38101542.169516385,BUYBACK OF SHARES,03-DEC-15,04-DEC-15
JVLAGRO,JVL Agro Industries Limited,1.00,61.21,8.13,75289052.8905289,ANNUAL GENERAL MEETING,20-SEP-17,-
JYOTHYLAB,Jyothy Laboratories Limited,1.00,2535.26,211.40,119927152.31788081,ANNUAL GENERAL MEETING \/ DIVIDEND- RS 0.50 PER SHARE,16-JUL-18,-
JYOTISTRUC,Jyoti Structures Limited,2.00,27.06,3.05,88721311.47540984,ANNUAL GENERAL MEETING,19-SEP-16,-
KABRAEXTRU,Kabra Extrusion Technik Limited,5.00,85.27,88.11,9677675.632731812,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2 PER SHARE,02-AUG-18,-
KAJARIACER,Kajaria Ceramics Limited,1.00,3786.80,449.31,84280340.96726093,ANNUAL GENERAL MEETING\/DIVIDEND RS - 3 PER SHARE,16-AUG-18,-
KAKATCEM,Kakatiya Cement Sugar & Industries Limited,10.00,84.97,234.39,3625154.656768634,ANNUAL GENERAL MEETING\/DIVIDEND- RS 3 PER SHARE,11-SEP-18,-
KALPATPOWR,Kalpataru Power Transmission Limited,2.00,2302.83,362.87,63461570.25932151,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.5 PER SHARE,30-JUL-18,-
KALYANIFRG,Kalyani Forge Limited,10.00,23.76,351.79,675402.939253532,DIVIDEND- RS 3.50 PER SHARE,19-JUL-18,-
KAMATHOTEL,Kamat Hotels (I) Limited,10.00,12.29,75.00,1638666.6666666665,ANNUAL GENERAL MEETING(Book closure dates revised),08-SEP-17,-
KAMDHENU,Kamdhenu Limited,10.00,156.51,222.64,7029734.099892203,ANNUAL GENERAL MEETING\/DIVIDEND-RE 0.80 PER SHARE (DATE REVISED),21-SEP-17,-
KANANIIND,Kanani Industries Limited,1.00,16.94,6.74,25133531.15727003,ANNUAL GENERAL MEETING,19-SEP-18,-
KANORICHEM,Kanoria Chemicals & Industries Limited,5.00,79.12,69.88,11322266.742987981,DIVIDEND- RS 1.50 PER SHARE,05-SEP-18,-
KANSAINER,Kansai Nerolac Paints Limited,1.00,6983.05,518.03,134800108.10184738,ANNUAL GENERAL MEETING \/ DIVIDEND -  RS 2.60 PER SHARE,13-JUN-18,-
KARDA,Karda Constructions Limited,10.00,77.92,182.82,4262115.742260147,-,-,-
KARMAENG,Karma Energy Limited,10.00,7.58,25.26,3000791.765637371,ANNUAL GENERAL MEETING,27-JUL-18,-
KARURVYSYA,Karur Vysya Bank Limited,2.00,7725.78,98.87,781407909.3759482,BONUS 1:10,14-AUG-18,18-AUG-18
KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,10.00,3.31,1.94,17061855.670103095,ANNUAL GENERAL MEETING,18-SEP-18,-
KAVVERITEL,Kavveri Telecom Products Limited,10.00,16.34,9.60,17020833.333333332,ANNUAL GENERAL MEETING,20-SEP-17,-
KAYA,Kaya Limited,10.00,513.86,988.28,5199538.592301777,ANNUAL GENERAL MEETING,25-JUL-18,-
KCP,KCP Limited,1.00,711.19,100.75,70589578.16377172,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,20-JUL-18,-
KCPSUGIND,KCP Sugar and Industries Corporation Limited,1.00,131.98,19.54,67543500.51177073,ANNUAL GENERAL MEETING\/DIVIDEND- RE 0.10 PER SHARE,04-SEP-18,-
KDDL,KDDL Limited,10.00,274.02,488.75,5606547.314578004,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.50 PER SHARE,05-JUL-18,-
KEC,KEC International Limited,2.00,3978.87,305.27,130339371.70373768,ANNUAL GENERAL MEETING\/DIVIDEND- RS 2.40 PER SHARE,20-JUL-18,-
KECL,Kirloskar Electric Company Limited,10.00,81.63,24.10,33871369.29460581,ANNUAL GENERAL MEETING,13-SEP-17,-
KEI,KEI Industries Limited,2.00,1701.28,405.04,42002765.15899664,ANNUAL GENERAL MEETING\/DIVIDEND- RE 1 PER SHARE,11-SEP-18,-
